Processed File Name,Group,Year,Boundary Level,Source 1,Source 2,License,Link to Source Data,Changes,Known Errors,Raw File Name,,
VCT_ADM0.zip,St Vincent and Grenadines,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Charlotte.shp.zip,,
VCT_ADM1.zip,St Vincent and Grenadines,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Charlotte.shp.zip,,
SDN_ADM0.zip,Sudan,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Blue_Nile_State.shp.zip,,
SDN_ADM1.zip,Sudan,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Blue_Nile_State.shp.zip,,
SDN_ADM2.zip,Sudan,2014,ADM 2,"CRMA UNDP, ITOS",United Nations Office for the Coordination of Humanitarian Affairs Sudan,For humanitarian use only,https://data.humdata.org/dataset/sudan-administrative-boundaries,No,Needs to be verified,sd_admbnda_adm2_17012016_zipped-shapefile-572kb.zip,,
SUR_ADM0.zip,Suriname,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Brokopondo.shp.zip,,
SUR_ADM1.zip,Suriname,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Brokopondo.shp.zip,,
SWZ_ADM0.zip,Swaziland,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Hhohho.shp.zip,,
SWZ_ADM1.zip,Swaziland,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Hhohho.shp.zip,,
SWZ_ADM2.zip,Swaziland,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"Missing Manzini North, Manzini South, Mbane East, Mbane West districts",exported_boundaries_Swaziland.shp.zip,,
SWE_ADM0.zip,Sweden,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Blekinge_län.shp.zip,,
SWE_ADM1.zip,Sweden,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Blekinge_län.shp.zip,,
SWE_ADM2.zip,Sweden,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,sweden_adm2_osm.zip,,
CHE_ADM0.zip,Switzerland,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Aargau.shp.zip,,
CHE_ADM1.zip,Switzerland,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Aargau.shp.zip,,
CHE_ADM2.zip,Switzerland,2017,ADM 2,Open Data Swiss,,Non-Commercial use,https://opendata.swiss/en/dataset/swissboundaries3d-kantonsgrenzen1,No,"Does not cover entire country, not ever canton has ADM 2's",data (49).zip,,
CHE_ADM3.zip,Switzerland,2017,ADM 3,Open Data Swiss,,Non-Commercial use,https://opendata.swiss/en/dataset/swissboundaries3d-gemeindegrenzen1,No,Needs to be verified,data (48).zip,,
SYR_ADM0.zip,Syria,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Aleppo.shp.zip,,
SYR_ADM1.zip,Syria,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Includes the United Nations Disengagement Observer Force area,exported_boundaries_Aleppo.shp.zip,,
SYR_ADM2.zip,Syria,2017,ADM 2,United Nations Cartographic Section (UNCS),United Nations Office for the Coordination of Humanitarian Affairs ROSC,For humanitarian use only,https://data.humdata.org/dataset/syrian-arab-republic-administrative-boundaries-populated-places,No,Needs to be verified,syr_admin_shp_utf8_170601 (1).zip,,
SYR_ADM3.zip,Syria,2017,ADM 3,United Nations Cartographic Section (UNCS),United Nations Office for the Coordination of Humanitarian Affairs ROSC,For humanitarian use only,https://data.humdata.org/dataset/syrian-arab-republic-administrative-boundaries-populated-places,No,Needs to be verified,syr_admin_shp_utf8_170601 (1).zip,,
TWN_ADM0.zip,Taiwan,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_World.shp (4).zip,,
TWN_ADM1.zip,Taiwan,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_World.shp (4).zip,,
TJK_ADM0.zip,Tajikistan,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Districts_of_Republican_Subordination.shp.zip,,
TJK_ADM1.zip,Tajikistan,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Districts_of_Republican_Subordination.shp.zip,,
TJK_ADM2.zip,Tajikistan,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,tajikistan_adm2_osm.zip,,
TZA_ADM2.zip,Tanzania,2013,ADM 2,Tanzanian Bureau of Statistics,,"The Tanzania Government grants anybody a royalty-free license to use the information on the open data portal, (http://opendata.go.tz) for any lawful purposes. This may include accessing, downloading, copying, modifying and adapting the information or any derived analyses or applications, whether commercially or non-commercially.",http://www.nbs.go.tz/nbstz/index.php/english/statistics-by-subject/population-and-housing-census/258-2012-phc-shapefiles-level-one-and-two,No,,GIS_Maps.zip,,
TZA_ADM0.zip,Tanzania,2015,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Includes water territories,tanzania_adm1_osm.zip,,
TZA_ADM1.zip,Tanzania,2015,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"Missing Songwe Region, includes water territories",tanzania_adm1_osm.zip,,
THA_ADM0.zip,Thailand,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Thailand.shp.zip,,
THA_ADM1.zip,Thailand,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Thailand.shp.zip,,
THA_ADM2.zip,Thailand,2017,ADM 2,GISTA (Geo-Informatics and Space Technology Development Agency),United Nations Office for the Coordination of Humanitarian Affairs ROAP,For humanitarian use only,https://data.humdata.org/dataset/thailand-administrative-boundaries,No,Needs to be verified,tha_adm2_gista_plyg_v5 (1).zip,,
TLS_ADM0.zip,Timor,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Aileu.shp.zip,,
TLS_ADM1.zip,Timor,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Aileu.shp.zip,,
TGO_ADM0.zip,Togo,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Centrale_Region.shp.zip,,
TGO_ADM1.zip,Togo,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_Centrale_Region.shp.zip,,
TON_ADM0.zip,Tonga,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries__Eua.shp.zip,,
TON_ADM1.zip,Tonga,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries__Eua.shp.zip,,
TON_ADM2.zip,Tonga,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_Vahe__Eua.shp.zip,,
TTO_ADM0.zip,Trinidad and Tobago,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Chaguanas.shp.zip,,
TTO_ADM1.zip,Trinidad and Tobago,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Chaguanas.shp.zip,,
TUN_ADM0.zip,Tunisia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Lake areas not clipped out,exported_boundaries_Tunisia.shp.zip,,
TUN_ADM1.zip,Tunisia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Lake areas not clipped out,exported_boundaries_Tunisia.shp.zip,,
TUN_ADM2.zip,Tunisia,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"Names are in Arabic, lake areas clipped out",exported_boundaries_Tunisia.shp.zip,,
TUN_ADM3.zip,Tunisia,2017,ADM 3,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"Names are in Arabic, lake areas clipped out, could not be verified",exported_boundaries_Tunisia.shp.zip,,
TUR_ADM0.zip,Turkey,2017,ADM 0,General Command of Mapping,Regional IM Working Group - Europe,For humanitarian use only,https://data.humdata.org/dataset/turkey-administrative-boundaries-levels-0-1-2,No,,tur_admn_adm012_pypl_generalcommandofmapping_hh_v3.zip,,
TUR_ADM1.zip,Turkey,2017,ADM 1,General Command of Mapping,Regional IM Working Group - Europe,For humanitarian use only,https://data.humdata.org/dataset/turkey-administrative-boundaries-levels-0-1-2,No,,tur_admn_adm012_pypl_generalcommandofmapping_hh_v3.zip,,
TUR_ADM2.zip,Turkey,2017,ADM 2,General Command of Mapping,Regional IM Working Group - Europe,For humanitarian use only,https://data.humdata.org/dataset/turkey-administrative-boundaries-levels-0-1-2,No,Needs to be verified,tur_admn_adm012_pypl_generalcommandofmapping_hh_v3.zip,,
TKM_ADM0.zip,Turkmenistan,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Ahal_Region.shp.zip,,
TKM_ADM1.zip,Turkmenistan,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Ahal_Region.shp.zip,,
TUV_ADM0.zip,Tuvalu,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Funafuti.shp.zip,,
TUV_ADM1.zip,Tuvalu,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Funafuti.shp.zip,,
TUV_ADM2.zip,Tuvalu,2014,ADM 2,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,,vil_tuv_32760.zip,,
TUV_ADM3.zip,Tuvalu,2014,ADM 3,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,,Tuv_EAs.zip,,
UGA_ADM0.zip,Uganda,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Central_Region.shp.zip,,
UGA_ADM1.zip,Uganda,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Central_Region.shp.zip,,
UGA_ADM2.zip,Uganda,2016,ADM 2,IGAD Drought Disaster Resilience & Sustainability Initiative (IDDRSI),United Nations Office for the Coordination of Humanitarian Affairs ROSEA,Creative Commons Attribution,https://data.humdata.org/dataset/uganda-administrative-4-boundaries-igad-iddrsi,Yes,Could not be verified,uganda_admin (1).zip,,
UKR_ADM0.zip,Ukraine,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,"Includes water territories, includes Crimea and Sevastopol",ukraine_adm1_osm.zip,,
UKR_ADM1.zip,Ukraine,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,"Includes water territories, includes Crimea and Sevastopol",ukraine_adm1_osm.zip,,
UKR_ADM2.zip,Ukraine,2017,ADM 2,SSPE 'Kartographia',United Nations Office for the Coordination of Humanitarian Affairs Ukraine,For humanitarian actors,https://data.humdata.org/dataset/ukraine-administrative-boundaries-as-of-q2-2017,No,"Needs to be verified, includes Crimea and Sevastopol",ukr_cod_admbnda_adm2_q2_2017.zip,,
UKR_ADM3.zip,Ukraine,2017,ADM 3,SSPE 'Kartographia',United Nations Office for the Coordination of Humanitarian Affairs Ukraine,For humanitarian actors,https://data.humdata.org/dataset/ukraine-administrative-boundaries-as-of-q2-2017,No,"Needs to be verified, includes Crimea and Sevastopol",ukr_cod_admbnda_adm3_q2_2017.zip,,
ARE_ADM0.zip,United Arab Emirates,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Abu_Dhabi.shp.zip,,
ARE_ADM1.zip,United Arab Emirates,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Abu_Dhabi.shp.zip,,
GBR_ADM0.zip,United Kingdom,2018,ADM 0,Office of National Statistics Geography ,,Open Government Licence v3.0,http://geoportal.statistics.gov.uk/datasets/local-administrative-units-level-1-january-2018-full-extent-boundaries-in-united-kingdom,No,"Includes all Great Britain territories, including Northern Ireland, Wales, England, and Scotland",Local_Administrative_Units_Level_1_January_2018_Full_Extent_Boundaries_in_United_Kingdom.zip,,
GBR_ADM1.zip,United Kingdom,2018,ADM 1,Office of National Statistics Geography ,,Open Government Licence v3.0,http://geoportal.statistics.gov.uk/datasets/local-administrative-units-level-1-january-2018-full-extent-boundaries-in-united-kingdom,No,"Includes all Great Britain territories, including Northern Ireland, Wales, England, and Scotland",Local_Administrative_Units_Level_1_January_2018_Full_Extent_Boundaries_in_United_Kingdom.zip,,
GBR_ADM2.zip,United Kingdom,2015,ADM 2,Office of National Statistics Geography ,,Open Government Licence v3.0,http://geoportal.statistics.gov.uk/datasets/local-administrative-units-level-2-december-2015-full-extent-boundaries-in-england-and-wales,No,"Includes all Great Britain territories, including Northern Ireland, Wales, England, and Scotland",Local_Administrative_Units_Level_2_December_2015_Full_Extent_Boundaries_in_England_and_Wales (1).zip,,
USA_ADM0.zip,United States,2017,ADM 0,US Census,,Public Domain,https://www.census.gov/cgi-bin/geo/shapefiles/index.php?year=2017&layergroup=States+%28and+equivalent%30,No,"Includes 6 outlying areas, such as American Samoa, Guam, Northern Mariana Islands, Puerto Rico, and U.S. Virgin Islands",tl_2017_us_state.zip,,
USA_ADM1.zip,United States,2017,ADM 1,US Census,,Public Domain,https://www.census.gov/cgi-bin/geo/shapefiles/index.php?year=2017&layergroup=States+%28and+equivalent%29,No,"Includes 6 outlying areas, such as American Samoa, Guam, Northern Mariana Islands, Puerto Rico, and U.S. Virgin Islands",tl_2017_us_state.zip,,
USA_ADM2.zip,United States,2016,ADM 2,US Census,,Public Domain,https://www.census.gov/cgi-bin/geo/shapefiles/index.php?year=2016&layergroup=Counties+%28and+equivalent%29,No,"Includes 6 outlying areas, such as American Samoa, Guam, Northern Mariana Islands, Puerto Rico, and U.S. Virgin Islands",tl_2016_us_county.zip,,
URY_ADM0.zip,Uruguay,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Uruguay.shp (1).zip,,
URY_ADM1.zip,Uruguay,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Uruguay.shp (1).zip,,
UZB_ADM0.zip,Uzbekistan,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Andijan_Region.shp.zip,,
UZB_ADM1.zip,Uzbekistan,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Andijan_Region.shp.zip,,
UZB_ADM2.zip,Uzbekistan,2017,ADM 2,"OpenStreetMap, digitized from https://en.wikipedia.org/wiki/Districts_of_Uzbekistan#/media/File:Uzbekistan_districts.png",Allison Bowers,"ODbL, ",,No,Needs to be verified,"exported_boundaries_Andijan_Region.shp.zip, Uzbekistan_districts.png",,
VUT_ADM0.zip,Vanuatu,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Malampa.shp.zip,,
VUT_ADM1.zip,Vanuatu,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Malampa.shp.zip,,
VUT_ADM2.zip,Vanuatu,2014,ADM 2,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,,ACID3857.zip,,
VUT_ADM3.zip,Vanuatu,2014,ADM 3,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,,EAID99_3857.zip,,
VEN_ADM0.zip,Venezuela,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Región_Capital.shp.zip,,
VEN_ADM1.zip,Venezuela,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_Región_Capital.shp.zip,,
VNM_ADM0.zip,Vietnam,2016,ADM 0,Open Development Mekong,Dept of Survey and Mapping,Creative Commons Attribution 4.0,https://vietnam.opendevelopmentmekong.net/dataset?id=a-phn-tnh,No,,DiaphanTinh.zip,,
VNM_ADM1.zip,Vietnam,2016,ADM 1,Open Development Mekong,Dept of Survey and Mapping,Creative Commons Attribution 4.0,https://vietnam.opendevelopmentmekong.net/dataset?id=a-phn-tnh,Yes,,DiaphanTinh.zip,,
VNM_ADM2.zip,Vietnam,2016,ADM 2,Open Development Mekong,Dept of Survey and Mapping,Creative Commons Attribution 4.0,https://vietnam.opendevelopmentmekong.net/dataset?id=a-phn-huyn,No,Needs to be verified,district.zip,,
YEM_ADM0.zip,Yemen,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Abyan_Governorate.shp.zip,,
YEM_ADM1.zip,Yemen,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Abyan_Governorate.shp.zip,,
ZMB_ADM0.zip,Zambia,2012,ADM 0,ISCGM; Zambia CSO,United Nations Office for the Coordination of Humanitarian Affairs ROSA,Free and open for humanitarian use; not for profit/commercial use,https://data.humdata.org/dataset/zambia-administrative-boundaries-level-1-provinces-and-level-2-districts-with-census-2010-population,No,,zmb_adm1_2_districts_provinces_pop2010_iscgm_cso_United Nations Office for the Coordination of Humanitarian Affairs.zip,,
ZMB_ADM1.zip,Zambia,2012,ADM 1,ISCGM; Zambia CSO,United Nations Office for the Coordination of Humanitarian Affairs ROSA,Free and open for humanitarian use; not for profit/commercial use,https://data.humdata.org/dataset/zambia-administrative-boundaries-level-1-provinces-and-level-2-districts-with-census-2010-population,No,,zmb_adm1_2_districts_provinces_pop2010_iscgm_cso_United Nations Office for the Coordination of Humanitarian Affairs.zip,,
ZMB_ADM2.zip,Zambia,2012,ADM 2,ISCGM; Zambia CSO,United Nations Office for the Coordination of Humanitarian Affairs ROSA,Free and open for humanitarian use; not for profit/commercial use,https://data.humdata.org/dataset/zambia-administrative-boundaries-level-1-provinces-and-level-2-districts-with-census-2010-population,No,Outdated,zmb_adm1_2_districts_provinces_pop2010_iscgm_cso_United Nations Office for the Coordination of Humanitarian Affairs.zip,,
ZWE_ADM0.zip,Zimbabwe,2015,ADM 0,Zimbabwe Central Statistics Office (ZimStat),United Nations Office for the Coordination of Humanitarian Affairs ROSA,Public Domain,https://data.humdata.org/dataset/zimbabwe-admin-level-1-boundaries,No,,zwe_polbnda_adm1_250k_cso.zip,,
ZWE_ADM1.zip,Zimbabwe,2015,ADM 1,Zimbabwe Central Statistics Office (ZimStat),United Nations Office for the Coordination of Humanitarian Affairs ROSA,Public Domain,https://data.humdata.org/dataset/zimbabwe-admin-level-1-boundaries,No,,zwe_polbnda_adm1_250k_cso.zip,,
ZWE_ADM2.zip,Zimbabwe,2015,ADM 2,Zimbabwe Central Statistics Office (ZimStat),United Nations Office for the Coordination of Humanitarian Affairs ROSA,Public Domain,https://data.humdata.org/dataset/zimbabwe-admin-level-2-boundaries,No,Need to be verified,zwe_polbnda_adm2_250k_cso.zip,,
